,Modèle,Moteur,Prix,Dpt,Année,Mise en circulation,Contrôle technique,Kilométrage compteur,Énergie,Boîte de vitesse,Couleur extérieure,Nombre de portes,Nombre de places,Garantie,Garantie constructeur,Vérifié & Garanti,Première main (déclaratif),Nombre de propriétaires,Puissance fiscale,Puissance din,Crit'Air,Émissions de CO2,Consommation mixte,Norme Euro
29,CITROEN BERLINGO 3 VAN,III VAN TAILLE M 650KG BLUEHDI 100 S&S DRIVER,17830,42,2023,20/03/2023,non requis,144 878 Km,Diesel,mécanique,blanc,5,3,12 mois,,SPOTICAR,oui,1,5 CV,102 ch,2,142 g/kmD,5.4 l/100km,EURO6
30,CITROEN C4 PICASSO 2,II 1.6 BLUEHDI 100 S&S FEEL EDITION,14320,42,2017,19/12/2017,requis,67 713 Km,Diesel,mécanique,gris,5,5,12 mois,,SPOTICAR,non,3,5 CV,99 ch,2,100 g/kmA,3.5 l/100km,EURO6
31,CITROEN C3 AIRCROSS,1.2 PURETECH 110 6CV S&S SHINE BV6,19170,91,2021,05/10/2021,non requis,23 854 Km,Essence,mécanique,NOIR,5,5,12 mois,,SPOTICAR,non,,6 CV,110 ch,1,135 g/kmC,6.3 l/100km,EURO6
32,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL BVM5,20140,66,2023,23/05/2023,non requis,10 486 Km,Essence,mécanique,gris,5,4,20 mois,,,non,3,4 CV,83 ch,1,123 g/kmC,5.4 l/100km,EURO5
33,CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL PACK,18220,30,2022,22/03/2022,non requis,41 505 Km,Diesel,mécanique,KCA GRIS ARTENSE METALLI,5,5,12 mois,en cours,SPOTICAR,non,,5 CV,102 ch,2,111 g/kmB,4.2 l/100km,EURO6
34,CITROEN C5 AIRCROSS,1.6 HYBRID 225 SHINE E-EAT8,42170,30,2023,14/10/2023,non requis,11 300 Km,Hybride essence électrique,automatique,Gris,5,5,24 mois,en cours,SPOTICAR,non,,10 CV,225 ch,1,32 g/kmA,1.4 l/100km,EURO6
35,CITROEN C3 (3E GENERATION),III 1.2 PURETECH 110 S&S SHINE,15780,30,2019,14/12/2019,non requis,71 370 Km,Essence,mécanique,Beige de jou,5,5,12 mois,,SPOTICAR,non,,5 CV,110 ch,1,103 g/kmB,4.6 l/100km,EURO6
36,CITROEN JUMPY 3 FOURGON,III TAILLE M BLUEHDI 120 S&S BVM6 CLUB,32250,31,2023,23/11/2023,non requis,5 761 Km,Diesel,mécanique,Blanc,4,3,12 mois,en cours,SPOTICAR,non,,5 CV,120 ch,2,,,EURO6
37,CITROEN C3 (3E GENERATION),III 1.2 PURETECH 68 FEEL,13990,47,2018,04/07/2018,requis,81 728 Km,Essence,mécanique,Gris Aluminium,5,5,12 mois,,SPOTICAR,non,,4 CV,68 ch,1,109 g/kmB,4.7 l/100km,EURO6
38,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE,20500,13,2023,28/11/2023,non requis,12 196 Km,Essence,mécanique,Gris Acier (M),5,5,12 mois,,SPOTICAR,non,,4 CV,83 ch,1,123 g/kmC,5.3 l/100km,EURO6
39,CITROEN C3 (3E GENERATION),III 1.2 PURETECH 68 FEEL,12640,30,2020,01/03/2020,non requis,34 514 Km,Essence,mécanique,Blanc Banquise,5,5,12 mois,,SPOTICAR,non,,4 CV,68 ch,1,105 g/kmB,4.8 l/100km,EURO6
40,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE PACK,18750,84,2022,02/02/2022,non requis,29 787 Km,Essence,mécanique,NOIR PERLA NERA,5,5,12 mois,en cours,SPOTICAR,non,,4 CV,83 ch,1,123 g/kmC,5.8 l/100km,EURO6
41,CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S SHINE BV6,21240,13,2023,01/04/2023,non requis,4 486 Km,Diesel,mécanique,Blanc banquise,5,5,12 mois,,SPOTICAR,non,,5 CV,102 ch,2,111 g/kmB,4.2 l/100km,EURO6
42,CITROEN JUMPY 3 FOURGON,III 1.5 FOURGON M BLUEHDI 120 S&S DRIVER 300 NM BVM6,33280,42,2022,12/05/2022,non requis,98 Km,Diesel,mécanique,blanc,4,3,12 mois,,SPOTICAR,oui,1,5 CV,120 ch,2,175 g/kmE,,EURO6
43,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S SHINE PACK BV6,19780,47,2021,11/07/2021,non requis,22 700 Km,Essence,mécanique,Blanc Banquise (O) - Rouge Aden,5,5,12 mois,,SPOTICAR,non,,6 CV,110 ch,1,125 g/kmC,5.8 l/100km,EURO6
44,CITROEN C4 SPACETOURER,1.6 BLUEHDI 130 S&S BUSINESS + EAT8,16940,47,2020,15/10/2020,non requis,129 453 Km,Diesel,automatique,Gris Acier (M),5,5,12 mois,,SPOTICAR,non,,6 CV,130 ch,2,104 g/kmB,3.9 l/100km,EURO6
45,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S C-SERIES,19650,42,2023,05/09/2023,non requis,9 104 Km,Essence,mécanique,blanc,5,5,12 mois,,SPOTICAR,oui,1,4 CV,83 ch,1,123 g/kmC,5.3 l/100km,EURO6
46,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S SHINE PACK EAT6,23600,47,2021,01/09/2021,non requis,25 693 Km,Essence,automatique,Noir Perla Nera (N),5,5,12 mois,,SPOTICAR,non,,6 CV,110 ch,1,134 g/kmC,6.1 l/100km,EURO6
47,CITROEN BERLINGO 3 VAN,III VAN TAILLE M 650KG BLUEHDI 100 S&S DRIVER,17830,42,2023,20/03/2023,non requis,144 878 Km,Diesel,mécanique,blanc,5,3,12 mois,,SPOTICAR,oui,1,5 CV,102 ch,2,142 g/kmD,5.4 l/100km,EURO6
48,CITROEN C3 AIRCROSS,1.2 PURETECH 110 6CV S&S FEEL BV6,20140,40,2022,18/03/2022,non requis,71 623 Km,Essence,mécanique,gris clair,5,5,12 mois,en cours,,non,,6 CV,110 ch,1,134 g/kmC,5.9 l/100km,EURO6
49,CITROEN C4 PICASSO 2,II 1.6 BLUEHDI 100 S&S FEEL EDITION,14320,42,2017,19/12/2017,requis,67 713 Km,Diesel,mécanique,gris,5,5,12 mois,,SPOTICAR,non,3,5 CV,99 ch,2,100 g/kmA,3.5 l/100km,EURO6
50,CITROEN C4 (3E GENERATION),III 1.2 PURETECH 155 S&S SHINE EAT8,34470,25,2022,01/05/2022,non requis,20 985 Km,Essence,automatique,noir,5,5,12 mois,en cours,,non,,8 CV,155 ch,1,133 g/kmC,6 l/100km,EURO6
51,CITROEN C4 (3E GENERATION),III 1.2 PURETECH 100 S&S FEEL BV6,21710,44,2023,16/03/2023,non requis,17 635 Km,Essence,mécanique,gris,5,5,12 mois,,SPOTICAR,oui,1,5 CV,101 ch,1,122 g/kmC,,EURO6
52,CITROEN C3 (2E GENERATION),II (2) 1.4 HDI 70 FAP CONFORT,10810,29,2016,13/11/2016,requis,91 428 Km,Diesel,mécanique,bleu foncé,5,5,6 mois,,,non,3,4 CV,68 ch,2,99 g/kmA,3.4 l/100km,EURO5
53,CITROEN C3 PICASSO,1.6 VTI 120 EXCLUSIVE,8960,28,2011,07/10/2011,requis,178 319 Km,Essence,mécanique,GRIS C,5,5,6 mois,,,non,,7 CV,120 ch,2,149 g/kmD,6.4 l/100km,EURO4
54,CITROEN C5 AIRCROSS,1.6 PURETECH 180 S&S SHINE EAT8,32170,40,2020,02/03/2020,non requis,53 492 Km,Essence,automatique,NOR PERLA,5,5,12 mois,,SPOTICAR,non,,10 CV,181 ch,1,128 g/kmC,5.7 l/100km,EURO6
55,CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL BV6,15320,40,2021,24/08/2021,non requis,69 330 Km,Diesel,mécanique,Rouge,5,5,12 mois,,SPOTICAR,non,,5 CV,102 ch,2,111 g/kmB,4.2 l/100km,EURO6
56,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE,21370,40,2023,12/10/2023,non requis,5 Km,Essence,mécanique,GRIS PLATINIUM,5,5,12 mois,,SPOTICAR,non,,4 CV,83 ch,1,123 g/kmC,5.4 l/100km,EURO6
57,CITROEN C3 AIRCROSS,1.5 BLUEHDI 120 S&S EAT6 SHINE,21260,40,2020,31/08/2020,non requis,71 627 Km,Diesel,automatique,GRIS F,5,5,12 mois,,SPOTICAR,non,,6 CV,120 ch,2,102 g/kmB,4 l/100km,EURO6
58,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE,20910,40,2023,26/04/2023,non requis,5 Km,Essence,mécanique,BLANC BANQUISE,5,5,12 mois,,SPOTICAR,non,,4 CV,83 ch,1,123 g/kmC,5.4 l/100km,EURO6
59,CITROEN C3 (3E GENERATION),III 1.2 PURETECH 110 S&S SHINE EAT6,19640,40,2019,14/03/2019,non requis,22 124 Km,Essence,automatique,ROUGE,5,5,12 mois,,SPOTICAR,non,,6 CV,110 ch,1,110 g/kmB,4.9 l/100km,EURO6
60,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE,22750,40,2023,06/02/2023,non requis,8 625 Km,Essence,mécanique,Gris Clair Métal,5,5,12 mois,,SPOTICAR,non,,4 CV,83 ch,1,123 g/kmC,5.4 l/100km,EURO6
61,CITROEN C4 CACTUS,(2) 1.2 PURETECH 110 S&S SHINE EAT6,20110,40,2020,11/01/2021,non requis,39 350 Km,Essence,automatique,GRIS ACIER,5,5,12 mois,,SPOTICAR,non,,6 CV,110 ch,1,114 g/kmB,5.2 l/100km,EURO6
62,CITROEN C5 (2E GENERATION) TOURER,II (2) TOURER E-HDI 110 BUSINESS BMP6,9430,28,2013,21/03/2013,requis,167 236 Km,Diesel,automatique,BLEU FONCE,5,5,6 mois,,,non,,6 CV,111 ch,2,120 g/kmB,4.6 l/100km,EURO5
63,CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S SHINE EAT8,34910,29,2023,10/03/2023,non requis,118 Km,Essence,automatique,gris,5,2,24 mois,,,oui,1,7 CV,131 ch,1,131 g/kmC,5.8 l/100km,EURO5
64,CITROEN C1,(2) 1.0 68 ATTRACTION 5P,5340,71,2009,23/10/2009,requis,167 068 Km,Essence,mécanique,blanc metal,5,4,3 mois,,,oui,2,4 CV,68 ch,2,108 g/kmB,4.1 l/100km,EURO4
65,CITROEN C3 AIRCROSS,1.6 BLUEHDI 100 FEEL,18980,69,2019,14/04/2019,non requis,40 744 Km,Diesel,mécanique,gris,5,5,8 mois,,SPOTICAR,oui,1,5 CV,99 ch,2,104 g/kmB,3.7 l/100km,EURO6
66,CITROEN C3 (2E GENERATION),II (2) 1.2 PURETECH 82 FEEL EDITION,12550,69,2017,29/07/2017,requis,84 430 Km,Essence,mécanique,blanc,5,5,8 mois,,SPOTICAR,oui,1,4 CV,82 ch,1,107 g/kmB,4.1 l/100km,EURO6
67,CITROEN C4 CACTUS,1.2 PURETECH 110 S&S FEEL,12280,23,2017,23/03/2017,requis,125 282 Km,Essence,mécanique,gris clair,5,5,,,,non,,5 CV,110 ch,1,100 g/kmA,3.7 l/100km,EURO6
68,CITROEN C3 PICASSO,(2) 1.4 VTI 95 FEEL EDITION,11530,83,2016,19/01/2017,requis,60 729 Km,Essence,mécanique,rouge,5,5,12 mois,,,non,2,6 CV,95 ch,1,145 g/kmD,5.1 l/100km,EURO5
69,CITROEN C4 (3E GENERATION),1.2 PURETECH 130 EAT 8 SHINE,30830,18,2022,28/04/2022,non requis,38 847 Km,Essence,automatique,bleu,5,,,,,non,,7 CV,131 ch,,130 g/kmC,,
70,CITROEN C3 AIRCROSS,1.2 PURETECH 110 S&S SHINE BV6,18340,73,2020,17/08/2020,non requis,29 592 Km,Essence,mécanique,Sable (nacré),5,5,12 mois,,SPOTICAR,non,,5 CV,110 ch,1,106 g/kmB,4.7 l/100km,EURO6
71,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE,17730,28,2023,09/08/2023,non requis,14 912 Km,Essence,mécanique,Gris Platini,5,5,12 mois,,SPOTICAR,non,,4 CV,83 ch,1,122 g/kmC,5.3 l/100km,EURO6
72,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,18000,53,2023,28/02/2023,non requis,17 985 Km,Essence,mécanique,gris,5,5,20 mois,,,non,,4 CV,83 ch,1,123 g/kmC,5.3 l/100km,EURO6
73,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S SHINE EAT6,22240,33,2022,27/08/2022,non requis,11 091 Km,Essence,automatique,beige,5,5,12 mois,en cours,Fiat Autoexpert ALTA,oui,1,6 CV,110 ch,1,134 g/kmC,6 l/100km,EURO6
74,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,19700,43,2023,23/11/2023,non requis,19 682 Km,Essence,mécanique,gris,5,5,20 mois,,,non,,4 CV,83 ch,1,123 g/kmC,5.3 l/100km,EURO6
75,CITROEN C3 AIRCROSS,1.2 PURETECH 110 S&S SHINE EAT6,21760,44,2020,26/12/2020,non requis,100 827 Km,Essence,automatique,BEIGE,5,5,12 mois,,Fiat Autoexpert ALTA,non,,6 CV,110 ch,1,114 g/kmB,5.7 l/100km,EURO6
76,CITROEN C3 AIRCROSS,(2) 1.2 PURETECH 110 S&S SHINE BV6,24510,28,2023,11/10/2023,non requis,25 873 Km,Essence,mécanique,Gris Clair,5,5,12 mois,,SPOTICAR,non,,6 CV,110 ch,1,132 g/kmC,5.8 l/100km,EURO6
77,CITROEN GRAND C4 SPACETOURER,1.5 BLUEHDI 130 S&S SHINE BV6,24350,77,2020,25/05/2020,non requis,65 297 Km,Diesel,mécanique,ANTHRACITE,5,7,12 mois,,,non,,6 CV,131 ch,2,105 g/kmB,4.1 l/100km,EURO6
78,CITROEN C4 CACTUS,(2) 1.5 BLUEHDI 120 S&S FEEL BUSINESS EAT6,21230,69,2020,20/03/2020,non requis,66 875 Km,Diesel,automatique,blanc,5,5,6 mois,,,oui,1,6 CV,120 ch,2,102 g/kmB,4 l/100km,EURO6
79,CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S FEEL PACK EAT8,28320,19,2022,07/05/2022,non requis,21 428 Km,Essence,automatique,gris,5,5,20 mois,en cours,,non,,7 CV,131 ch,1,,5.7 l/100km,EURO6
80,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE,17900,28,2022,27/09/2022,non requis,21 033 Km,Essence,mécanique,Gris Clair,5,5,12 mois,,SPOTICAR,non,,4 CV,83 ch,1,122 g/kmC,5.3 l/100km,EURO6
81,CITROEN C3 AIRCROSS,(2) 1.2 PURETECH 110 S&S SHINE BV6,24510,28,2023,11/10/2023,non requis,25 873 Km,Essence,mécanique,Gris Clair,5,5,12 mois,,SPOTICAR,non,,6 CV,110 ch,1,132 g/kmC,5.8 l/100km,EURO6
82,CITROEN C3 AIRCROSS,1.2 PURETECH 110 S&S SHINE EAT6,21760,44,2020,26/12/2020,non requis,100 827 Km,Essence,automatique,BEIGE,5,5,12 mois,,Fiat Autoexpert ALTA,non,,6 CV,110 ch,1,114 g/kmB,5.7 l/100km,EURO6
83,CITROEN GRAND C4 SPACETOURER,1.5 BLUEHDI 130 S&S SHINE BV6,24350,77,2020,25/05/2020,non requis,65 297 Km,Diesel,mécanique,ANTHRACITE,5,7,12 mois,,,non,,6 CV,131 ch,2,105 g/kmB,4.1 l/100km,EURO6
84,CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S FEEL PACK EAT8,28320,19,2022,07/05/2022,non requis,21 428 Km,Essence,automatique,gris,5,5,20 mois,en cours,,non,,7 CV,131 ch,1,,5.7 l/100km,EURO6
85,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,18000,53,2023,28/02/2023,non requis,17 985 Km,Essence,mécanique,gris,5,5,20 mois,,,non,,4 CV,83 ch,1,123 g/kmC,5.3 l/100km,EURO6
86,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S SHINE EAT6,22240,33,2022,27/08/2022,non requis,11 091 Km,Essence,automatique,beige,5,5,12 mois,en cours,Fiat Autoexpert ALTA,oui,1,6 CV,110 ch,1,134 g/kmC,6 l/100km,EURO6
87,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,19700,43,2023,23/11/2023,non requis,19 682 Km,Essence,mécanique,gris,5,5,20 mois,,,non,,4 CV,83 ch,1,123 g/kmC,5.3 l/100km,EURO6
88,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,18680,25,2023,13/10/2023,non requis,18 664 Km,Essence,mécanique,gris,5,5,20 mois,,,non,,4 CV,83 ch,1,123 g/kmC,5.3 l/100km,EURO6
89,CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S FEEL PACK EAT8,29310,19,2022,18/06/2022,non requis,33 941 Km,Essence,automatique,noir,5,5,,en cours,,non,,7 CV,131 ch,1,,5.7 l/100km,EURO6
90,CITROEN C4 PICASSO,(2) 1.6 VTI 120 ATTRACTION,13060,59,2013,04/09/2013,requis,113 184 Km,Essence,mécanique,Gris,5,5,12 mois,,,non,,7 CV,120 ch,1,159 g/kmD,6.9 l/100km,EURO5
91,CITROEN C3 AIRCROSS,(2) 1.2 PURETECH 110 S&S SHINE PACK BV6,28660,91,2023,28/10/2023,non requis,3 Km,Essence,mécanique,noir,5,5,,,,non,,6 CV,110 ch,1,136 g/kmC,5.8 l/100km,EURO6
92,CITROEN C3 AIRCROSS,1.2 PURETECH 130CH EAT6 SHINE NM,28910,91,2023,25/05/2023,non requis,11 Km,Essence,automatique,noir,,,,,,non,,,,,,,
93,CITROEN C5 AIRCROSS,2.0 BLUEHDI 180 S&S SHINE EAT8,29230,56,2020,18/05/2020,non requis,108 068 Km,Diesel,automatique,Gris Platinium,5,5,6 mois,,,oui,,9 CV,177 ch,2,124 g/kmC,4.8 l/100km,EURO6
94,CITROEN C3 AIRCROSS,1.6 BLUEHDI 100 S&S 96G FEEL BUSINESS,19050,56,2020,08/04/2020,non requis,97 875 Km,Diesel,mécanique,Cosmic Silver (M),5,5,6 mois,,,oui,,5 CV,99 ch,2,96 g/kmA,3.7 l/100km,EURO6
95,CITROEN GRAND C4 PICASSO 2,II 1.6 E-HDI 115 CONFORT ETG6,12300,30,2014,03/02/2014,requis,156 800 Km,Diesel,automatique,gris,5,7,3 mois,,,non,,6 CV,114 ch,2,104 g/kmB,4 l/100km,EURO5
96,CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S SHINE PACK BV6,21670,56,2022,26/03/2022,non requis,63 513 Km,Essence,mécanique,Noir Perla Nera (N) - Blanc Opale,5,5,12 mois,en cours,SPOTICAR,non,,6 CV,110 ch,1,125 g/kmC,5.8 l/100km,EURO6
